gene,symbol,description,baseMean,log2FoldChange,lfcSE,pvalue,padj
AT1G77460,CSI3,NA,78.49549308599224,0.03389501926384351,0.335842484504267,0.8213138863633955,0.999051410240337
AT1G77500,NA,NA,200.9263170270819,-0.02199016136286986,0.32966414339996924,0.8826352037684772,0.999051410240337
AT1G77520,NA,NA,20.894169588671296,-0.00584911250265294,0.3461188315333173,0.9595667489348692,0.999051410240337
AT1G77570,AtREN1,NA,12.718767533071745,-0.01062259498049439,0.35403568304724486,0.9182716428467302,0.999051410240337
AT1G77610,NA,NA,350.6886304106778,-0.02518963997681973,0.31799702028923793,0.873080330480291,0.999051410240337
AT1G77620,NA,NA,70.66699404018212,0.02841370557269127,0.3290940090168377,0.8577760992482322,0.999051410240337
AT1G77690,LAX3,"Encodes an auxin influx carrier LAX3 (Like Aux1) that promotes lateral root emergence.  Auxin-induced expression of LAX3 in turn induces a selection of cell-wall-remodelling enzymes, which are likely to promote cell separation in advance of developing lateral root primordia.",105.86745182546264,-0.02017353452678115,0.34112505472133103,0.8778864808011615,0.999051410240337
AT1G77700,NA,NA,28.22249921033913,-0.02224163724878355,0.3396779393975467,0.8698163494220279,0.999051410240337
AT1G77765,NA,NA,12.399890901822353,0.03028541098114979,0.35540961356667283,0.7835187575363554,0.999051410240337
AT1G77770,NA,NA,470.6936584896921,-0.02864600741171456,0.3397835623772981,0.8331441047459436,0.999051410240337
AT1G77855,NA,NA,17.355064469367793,-0.01322731212824195,0.3553429864741316,0.8958606929470385,0.999051410240337
AT1G77990,AST56,cDNA encoding a sulfate transporter.,119.20290709344148,0.03166292421501888,0.3290368374886718,0.842268930719553,0.999051410240337
AT1G78040,NA,NA,4013.722942720176,0.0544115990917899,0.30239530307014195,0.764868754891088,0.999051410240337
AT1G78172,NA,NA,7.750681295905668,0.0023860147385158202,0.3582704185058442,0.9834310319682584,0.999051410240337
AT1G78310,VQ9,NA,156.59088655168782,-0.01338927817793895,0.32677972751717005,0.92744164123211,0.999051410240337
AT1G78340,ATGSTU22,Encodes glutathione transferase belonging to the tau class of GSTs. Naming convention according to Wagner et al. (2002).,64.3972536843893,-0.04254245464770306,0.3309595564237431,0.7796796519844101,0.999051410240337
AT1G78560,BASS1,NA,262.6763177754242,-0.01862205652522872,0.31864676232105293,0.9056955894895188,0.999051410240337
AT1G78650,POLD3,"Similar to DNA polymerase delta (POLD3), which in other organism was shown to be involved in the elongation of DNA replication.",64.65049129060714,0.03211810647084735,0.34359668111747016,0.8155808573030587,0.999051410240337
AT1G78700,BEH4,NA,360.1170350654567,0.04173995968975107,0.3176253616060582,0.8074248914651777,0.999051410240337
AT1G78750,NA,NA,11.75815641677093,-0.01051786398815234,0.35419604728280263,0.918807800779964,0.999051410240337
AT1G78790,AtMHF2,NA,95.4391912268128,0.0270154298684075,0.32251253274366826,0.8706663024492369,0.999051410240337
AT1G78800,NA,NA,206.78444887844796,-0.00602359857610125,0.3113408495703557,0.9679908406359649,0.999051410240337
AT1G78810,NA,NA,54.56432790265068,0.01833624433974644,0.33229590333218767,0.9061008075263892,0.999051410240337
AT1G78820,NA,NA,408.9369158663423,-0.03361773497736604,0.33829560747378007,0.807762532430011,0.999051410240337
AT1G78860,GAL2,"curculin-like (mannose-binding) lectin family protein, low similarity to Ser/Thr protein kinase (Zea mays) GI:2598067; contains Pfam profile PF01453: Lectin (probable mannose binding) but not the protein kinase domain of the Z. mays protein",33.4086784088605,0.00878886854820649,0.35732314391210895,0.9346244143781732,0.999051410240337
AT1G78900,VHA-A,Encodes catalytic subunit A of the vacuolar ATP synthase.  Mutants are devoid of vacuolar ATPase activity as subunit A is encoded only by this gene and show strong defects in male gametophyte development and in Golgi stack morphology.,3521.3241979388085,0.02973817594985471,0.3123319271135295,0.8671520482362596,0.999051410240337
AT1G78920,AtVHP2;1,Encodes a type II H+-PPases that localizes to and function as a proton pump of the Golgi apparatus in most tissues except for mature leaves.,863.1134838426095,0.02298585918376709,0.3072938166263645,0.8989635907086662,0.999051410240337
AT1G78930,mTERF16,NA,30.28955943620598,-0.01218326475644721,0.340699824470773,0.9254131289277024,0.999051410240337
AT1G78970,ATLUP1,Lupeol synthase. Converts oxidosqualene to multiple triterpene alcohols and a triterpene diols. This conversion proceeds through the formation of a 17&#946;-dammarenyl cation.,83.91964875327565,-0.01982635599076228,0.33777330182035287,0.8846937947617494,0.999051410240337
AT1G78995,NA,NA,194.294924892126,-0.01577416434412082,0.3262699492799409,0.915376680957622,0.999051410240337
AT1G79050,RECA1,NA,243.25082237021405,0.04197288530782825,0.3183732906882543,0.8054617183654973,0.999051410240337
AT1G79075,NA,NA,121.20218150906192,0.03661141702294768,0.33118483162113177,0.8155056863998585,0.999051410240337
AT1G79110,BRG2,NA,169.2301431409806,-0.01466797095474585,0.33325668858494373,0.9164069769403974,0.999051410240337
AT1G79160,NA,NA,439.9754620822896,-0.0329298188085497,0.3438803259681971,0.7996083485301833,0.999051410240337
AT1G79200,AtSCI1,NA,126.6016261720071,0.04495480408008168,0.31843593363833556,0.791280857085917,0.999051410240337
AT1G79210,NA,NA,485.16924851010265,-0.04143682809621488,0.31386977639402586,0.8036619577909425,0.999051410240337
AT1G79270,ECT8,NA,1144.925470986931,0.02754406834138069,0.35310064794078155,0.8132546536782058,0.999051410240337
AT1G79380,RGLG4,NA,885.2926713091931,-0.03602261077790578,0.307713977255445,0.8323248208474565,0.999051410240337
AT1G79430,APL,"Encodes gene product that is required for several aspects of phloem development in the root: (1) the specific divisions organizing the phloem pole, (2) sieve element differentiation and (3) the expression of a companion-specific gene.  Mutant has a defect in the organization of phloem poles in the root. apl seedlings have a short, determinate root with only occasional lateral branches.",280.14204193237606,0.03990648149712755,0.3123175526404164,0.835154876588992,0.999051410240337
AT1G79570,NA,NA,348.9552195580799,0.00312536135297926,0.3120858527058269,0.9895229435800904,0.999051410240337
AT1G79580,ANAC033,"NAC-domain protein. Involved in root cap development. Involved in a regulatory feedback loop with FEZ. FEZ activates SMB in hte root cap daughter cells soon after division, and SMB in turn represses FEZ expression in these cells, thereby preventing further stem cell divisions.",20.919026127838748,0.01217634830172589,0.3593320431976005,0.9006199187829077,0.999051410240337
AT1G79610,ATNHX6,NA,179.24909256406497,0.01461278960232779,0.3280418765293118,0.9291742762932172,0.999051410240337
AT1G79810,ATPEX2,Dominant suppressor of det1 phenotypes. Encodes a peroxisomal protein essential for Arabidopsis growth. Inserted directly from the cytosol into peroxisomes.,232.12108861583744,0.01203023980962379,0.3158493128223336,0.9458043018072128,0.999051410240337
AT1G79930,AtHsp70-14,"encodes high molecular weight heat shock protein 70 not a HSP90 homolog, mRNA is constitutively expressed but transiently induced after heat shock",1015.824852447794,0.04915750412210276,0.30380790079792064,0.785952644728754,0.999051410240337
AT1G79950,RTEL1,NA,111.49491213618562,0.04343706321644264,0.32006455833860437,0.7963930215642594,0.999051410240337
AT1G79990,NA,NA,810.9685501892152,-0.0338176782984794,0.3108886234834896,0.8391436648963628,0.999051410240337
AT1G80010,FRS8,NA,290.9407820006013,-0.03858056929477339,0.3155544096117994,0.8152518179615594,0.999051410240337
AT1G80050,APT2,"Encodes an adenosine phosphoribosyl transferase(E.C:2.4.2.7), a constitutively expressed enzyme involved in the one-step salvage of adenine to AMP. This isozyme has high affinity for cytokinins and is likely to be localized to the cytosol.",149.01658925870933,0.03661177869986832,0.3269930735420679,0.8205600279752923,0.999051410240337
AT1G80120,NA,NA,119.19462281795433,0.00550684923190974,0.3509745517846288,0.9681177179728242,0.999051410240337
AT1G80150,NA,NA,49.50570354736073,0.01771399708029562,0.3293623639699845,0.91127864517871,0.999051410240337
AT1G80170,NA,NA,52.20646110301388,0.02824526008092249,0.3328085905098863,0.8540907958242496,0.999051410240337
AT1G80210,AtBRCC36A,NA,333.19004120575016,-0.03396217624686959,0.3235137673653131,0.8285876158175646,0.999051410240337
AT1G80230,NA,NA,596.6070457946224,0.05008739392946573,0.3060073094905718,0.7802910568393222,0.999051410240337
AT1G80260,emb1427,NA,263.0476184990123,0.02512345049129931,0.3172284200689503,0.8839036353974222,0.999051410240337
AT1G80270,PPR596,NA,117.57184846659422,0.01448818442828208,0.3468893080875742,0.913797293001729,0.999051410240337
AT1G80280,NA,NA,146.1344316994547,0.03337855023429514,0.3426125720763526,0.8117235005349983,0.999051410240337
AT1G80360,ISS1,NA,843.9286416620482,-0.04376423381294904,0.30961104960897823,0.7963231587525988,0.999051410240337
AT1G80370,CYCA2;4,NA,54.942184756432624,-0.00768893238169204,0.33736874303187886,0.9528950844193834,0.999051410240337
AT1G80510,NA,Encodes a close relative of the amino acid transporter ANT1 (AT3G11900).,101.67335032447087,-0.01674694521500602,0.32099785004392184,0.9142681035349888,0.999051410240337
AT1G80520,NA,NA,13.575015489151388,-0.00883193294965284,0.35882219270443166,0.9208083533788676,0.999051410240337
AT1G80630,NA,NA,90.6857010857626,-0.01158650144309843,0.32619920103330563,0.9372088194365574,0.999051410240337
AT1G80650,RTL1,NA,130.12451621985358,-0.04297551183909094,0.3252842558741938,0.7853654381357679,0.999051410240337
AT1G80700,NA,NA,177.86992541032592,0.02651348858166427,0.3165833902742992,0.8770557818433448,0.999051410240337
AT1G80720,NA,NA,22.731713187573167,0.01785932637567957,0.3529408222976685,0.8777052861900045,0.999051410240337
AT1G80790,FDM5,NA,433.14178461069775,-0.00395861794185621,0.30785728350400615,0.9775843157553415,0.999051410240337
AT1G80860,ATPLMT,"Encodes a single-copy phospholipid N-methyltransferase, involved in phosphatidylcholine biosynthesis. Has specific activity towards phosphatidylmonomethylethanolamine and phosphatidyldimethylethanolamine, but not phosphatidylethanolamine.",174.6078778329732,0.0030840422648848,0.3194147468289994,0.9876946514910347,0.999051410240337
AT1G80900,ATMGT1,Transmembrane magnesium transporter. One of nine family members.,87.24725142780235,0.00399738168923273,0.3294422182926475,0.9829981911613492,0.999051410240337
AT1G80910,CCZ1b,NA,155.76392943179917,0.04279807617618275,0.31902829707691543,0.8007687418933996,0.999051410240337
AT1G80930,NA,NA,1028.2528838461794,0.01267977597253045,0.31517597716859486,0.9444462727345684,0.999051410240337
AT2G01021,NA,NA,3694.9021268407782,0.02446144456402417,0.34018735211714,0.8690842554494208,0.999051410240337
AT2G01060,NA,NA,447.0356195877335,-0.03496698618056739,0.3069286941129747,0.8375083344035738,0.999051410240337
AT2G01090,NA,NA,106.82985515319926,-0.03152315193647252,0.32767283627745836,0.8366473602259792,0.999051410240337
AT2G01140,AtFBA3,NA,2484.090824960526,0.02707494333902681,0.31030844683024117,0.8835288497219079,0.999051410240337
AT2G01260,NA,NA,219.96044902445507,0.02740917558427295,0.3192769622040813,0.8712131102536672,0.999051410240337
AT2G01350,QPT,At2g01350 encodes quinolinate phosphoribosyl transferase involved in NAD biosynthesis as shown by heterologous expression in E. coli.,830.9678932518156,-0.01126203799662534,0.30828988404302976,0.9429287196280564,0.999051410240337
AT2G01440,RECG,NA,184.3086760733248,-0.01036464790453819,0.3116083289763929,0.9477730222149532,0.999051410240337
AT2G01450,ATMPK17,member of MAP Kinase,2524.5577858888505,-0.02965967981072918,0.33181935078243174,0.8399579102056679,0.999051410240337
AT2G01480,ESMD1,NA,229.03310448123852,0.02248455927563271,0.3249130257391566,0.8916982896762948,0.999051410240337
AT2G01505,CLE16,Member of a large family of putative ligands homologous to the Clavata3 gene.  Consists of a single exon.,22.400192314656195,0.01355774210579194,0.3535668463490124,0.906236262334904,0.999051410240337
AT2G01510,NA,NA,8.128966442126977,-0.02486128382778026,0.3597022638036725,0.788960608900369,0.999051410240337
AT2G01600,PICALM1a,NA,1077.0581957320107,-0.03466398206503475,0.3259752155285999,0.8218151893952038,0.999051410240337
AT2G01630,NA,NA,168.27460071516074,0.01826141277330397,0.31823816347068695,0.915708060768198,0.999051410240337
AT2G01680,NA,NA,308.14719106807803,-0.02431547093139976,0.31341005879134376,0.8817744265689299,0.999051410240337
AT2G01720,OST1a,NA,541.1264740471711,-0.03431326526265509,0.3067896644281309,0.839149465185481,0.999051410240337
AT2G01740,NA,NA,13.08277585512498,-0.0105656394232117,0.354449568873995,0.9174523134472798,0.999051410240337
AT2G01750,ATMAP70-3,Encodes a microtubule associated protein (MAP70-3). Expressed in all tissues.,56.010260038162166,-0.02343694768753707,0.3466710484988162,0.8491345973110112,0.999051410240337
AT2G01818,NA,NA,25.4599953971724,0.02748167033053535,0.34327702932795606,0.84092093914667,0.999051410240337
AT2G01820,NA,NA,910.1398398118778,-0.03440150747388737,0.31008286225274667,0.8388274057544057,0.999051410240337
AT2G01910,ATMAP65-6,"Binds microtubules. Induces a crisscross mesh of microtubules, not bundles.  Not involved in microtubule polymerization nor nucleation. Localizes to mitochondria.",354.73909019538166,0.04479860080355755,0.3127994118958089,0.797947507828598,0.999051410240337
AT2G01950,BRL2,"Encodes a leucine rich repeat receptor kinase and associated with provascular/procambial cells. Similar to BRI, brassinosteroid receptor protein.",128.674038819242,0.02148607487462604,0.34050127163906857,0.8811054942956044,0.999051410240337
AT2G02020,AtNPF8.4,NA,37.50682419179891,-0.01363107757886437,0.3585911784086829,0.8804522568087242,0.999051410240337
AT2G02050,NA,NA,548.8616675545253,-0.03698775640529114,0.30488779179649017,0.8290529262538591,0.999051410240337
AT2G02170,NA,NA,195.36444675843163,-0.03786851159986311,0.3137086738354236,0.8203005751098293,0.999051410240337
AT2G02350,AtPP2-B9,encodes a protein containing an F-box domain and physically interacts with SCF subunit SKP1/ASK1. The protein also exhibits similarity in sequence to phloem protein 2 (PP2) from cucumber.,23.17635327261018,-0.03057663691960763,0.34558406187216695,0.8111824133070837,0.999051410240337
AT2G02400,NA,NA,174.97244711736053,-0.00506030718426496,0.3198234709169634,0.9700955167942504,0.999051410240337
AT2G02470,AL6,AL6 encodes a member of the Alfin-Like family of nuclear-localized PhD domain containing homeodomain proteins. Binds to H3K4 di or trimethylated DNA.,236.78719324560188,-0.00819031338646409,0.3091840680019012,0.9590173038530112,0.999051410240337
AT2G02480,STI,STICHEL mutant shows trichomes with fewer than normal branches.,82.51742189637994,0.04194256692599749,0.33645089903867376,0.7800156684506718,0.999051410240337
AT2G02560,ATCAND1,"Arabidopsis thaliana homolog of human  CAND1 (cullin-associated and neddylation-dissociated). Putative similarity to TBP-interacting protein TIP120. Ubiquitously expressed in plant tissues throughout development. T-DNA insertion mutant plants were completely sterile and resistant to sirtinol and auxin, but not to gibberellins or brassinolide. Displayed developmental phenotypes similar to those of axr1, namely, short petioles, downwardly curling leaves, shorter inflorescence. Required for SCF function and appears to modulate SCF complex cycling. Physically interacts with CUL1.",468.30100244876985,-0.02533898546300895,0.30574446650146364,0.8807727141396413,0.999051410240337
